gene,population,frequency
gadE,a5,2
gadW,a5,2
gadX,a5,2
yhjE,a5,NA
yhjK,a5,2
bcsA,a5,2
yhjR,a5,2
eptB,a5,NA
eptB,a5,2
yiaG,a5,2
xylB,a5,NA
xylF,a5,2
xylG,a5,2
xylR,a5,2
sgbUsgbE,a5,NA
selA,a5,2
yibF,a5,2
rhsA,a5,NA
yibA,a5,2
mtlA,a5,NA
lldD,a5,2
trmL,a5,NA
yibQwaaH,a5,2
waaH,a5,2
yibB,a5,NA
coaD,a5,NA
rph,a5,2
dinD,a5,2
yicGligB,a5,2
yicI,a5,NA
setC,a5,2
adeQ,a5,NA
adeQ,a5,NA
ivbL,a5,2
yidGyidH,a5,2
glvC,a5,2
glvC,a5,2
glvC,a5,2
cbrAdgoT,a5,2
mdtL,a5,NA
yieH,a5,2
yieH,a5,NA
cbrC,a5,2
yieL,a5,NA
atpE,a5,2
atpB,a5,NA
kup,a5,NA
kup,a5,NA
rbsA,a5,2
rbsB,a5,NA
rbsRhsrA,a5,2
ilvL,a5,2
ilvA,a5,2
gpp,a5,NA
wzzE,a5,NA
wzzE,a5,NA
wzzE,a5,NA
wecB,a5,NA
wzxE,a5,2
wecF,a5,NA
yifK,a5,NA
aslB,a5,2
hemY,a5,NA
hemD,a5,NA
hemC,a5,NA
yigG,a5,2
recQ,a5,NA
rmuC,a5,NA
tatDrfaH,a5,2
spf,a5,2
typA,a5,2
yihL,a5,2
yihW,a5,2
yiiD,a5,2
yiiD,a5,NA
yiiD,a5,NA
rhaA,a5,NA
cpxA,a5,2
cpxP,a5,2
yijF,a5,2
pflD,a5,NA
frwDyijO,a5,2
eptC,a5,2
trmA,a5,NA
rpoB,a5,NA
zraRpurD,a5,NA
yjaB,a5,2
aceK,a5,NA
yjbB,a5,NA
lysC,a5,2
yjbS,a5,2
ryjA,a5,NA
fdhF,a5,2
mdtO,a5,NA
alsB,a5,NA
phnL,a5,NA
phnG,a5,NA
phnC,a5,2
phnC,a5,NA
proP,a5,2
adiC,a5,2
yjdF,a5,NA
fumB,a5,NA
ghoS,a5,2
ghoT,a5,2
sugEblc,a5,NA
blc,a5,NA
psd,a5,2
nnr,a5,NA
purA,a5,NA
rnr,a5,NA
yjfC,a5,NA
ulaD,a5,NA
ulaF,a5,2
yjfY,a5,2
yjfY,a5,2
priB,a5,2
ytfAytfB,a5,2
ytfF,a5,NA
qorB,a5,NA
msrA,a5,NA
tamB,a5,NA
tamB,a5,NA
bdcA,a5,NA
bdcR,a5,2
bdcR,a5,2
yjgL,a5,2
idnR,a5,NA
idnR,a5,NA
idnT,a5,NA
idnO,a5,NA
insD1,a5,2
yjgX,a5,NA
yjgX,a5,NA
fecE,a5,2
fecE,a5,NA
fecA,a5,NA
insB1,a5,2
yjhR,a5,2
nanC,a5,2
fimB,a5,2
fimD,a5,NA
yjiM,a5,2
yjiN,a5,2
yjiN,a5,2
yjiP,a5,2
mcrCmcrB,a5,2
hsdM,a5,NA
hsdR,a5,NA
yjiA,a5,NA
tsr,a5,NA
yjjQbglJ,a5,NA
leuV,a5,2
leuV,a5,2
ytjA,a5,NA
yjjV,a5,2
deoA,a5,NA
deoA,a5,2
deoB,a5,2
lplA,a5,2
trpR,a5,NA
creC,a5,2
ampE,a5,NA
eaeH,a5,NA
acrB,a5,NA
acrR,a5,NA
dsbG,a5,NA
sdhA,a5,NA
gsiA,a5,NA
insB1,a5,NA
insB1,a5,NA
insB1,a5,NA
insB1,a5,NA
insB1,a5,NA
insB1,a5,NA
purU,a5,NA
adhE,a5,NA
ycjW,a5,NA
ycjG,a5,NA
ynaK,a5,NA
yneO,a5,NA
folM,a5,NA
sufS,a5,NA
ydiY,a5,NA
rnd,a5,NA
yecS,a5,NA
rihB,a5,NA
ada,a5,NA
pta,a5,NA
evgS,a5,NA
cysA,a5,NA
focB,a5,2
csiE,a5,NA
tyrA,a5,NA
ygfK,a5,NA
rpiA,a5,NA
yggN,a5,NA
ygjJ,a5,NA
ygjP,a5,NA
yhaO,a5,NA
infB,a5,NA
gltB,a5,NA
dcuD,a5,NA
rng,a5,NA
smf,a5,NA
yhfZ,a5,NA
glgP,a5,NA
wecB,a5,NA
pflC,a5,NA
rpoC,a5,NA
alr,a5,NA
folA,a5,NA
ampD,a5,NA
ampE,a5,NA
yadE,a5,NA
cynR,a5,NA
lacZ,a5,NA
lacZ,a5,NA
ybaL,a5,NA
fdrA,a5,NA
cusA,a5,NA
nagC,a5,NA
yliE,a5,NA
mdfA,a5,NA
ybjD,a5,NA
rpsA,a5,NA
ycbL,a5,NA
insB1,a5,NA
flgB,a5,NA
rttRtpr,a5,NA
topA,a5,NA
ycjM,a5,NA
yddK,a5,NA
yneO,a5,NA
selD,a5,NA
purT,a5,NA
plaP,a5,NA
yeeY,a5,NA
mdtB,a5,NA
mglA,a5,NA
menE,a5,NA
truA,a5,NA
oxc,a5,NA
xseA,a5,NA
hisS,a5,NA
yfhM,a5,NA
hypF,a5,NA
cysJ,a5,NA
ygcW,a5,NA
barA,a5,NA
ssnA,a5,NA
lysS,a5,NA
metK,a5,NA
qseB,a5,NA
ribB,a5,NA
ttdB,a5,NA
nusA,a5,NA
mlaD,a5,NA
yhcD,a5,NA
fis,a5,NA
smf,a5,NA
fmt,a5,NA
frlA,a5,NA
frlR,a5,NA
malP,a5,NA
yicC,a5,NA
yicT,a5,NA
yieL,a5,NA
bglH,a5,NA
bglF,a5,NA
wzzE,a5,NA
leuT,a5,NA
glmZ,a5,NA
yiiG,a5,NA
cpxA,a5,NA
yijO,a5,NA
argE,a5,NA
nrfE,a5,NA
fimH,a5,NA
mcrB,a5,NA
dnaJ,a5,NA
caiF,a5,NA
polB,a5,NA
lpd,a5,NA
dxr,a5,NA
rrlH,a5,NA
cynS,a5,NA
glxK,a5,NA
ybcM,a5,NA
gltI,a5,NA
miaB,a5,NA
nagA,a5,NA
tolB,a5,NA
modB,a5,NA
uvrB,a5,NA
yccS,a5,NA
helD,a5,NA
etk,a5,NA
insB1,a5,NA
cbpA,a5,NA
pgaB,a5,NA
pyrC,a5,NA
ldtC,a5,NA
lolE,a5,NA
trpE,a5,NA
ycjP,a5,NA
ycjS,a5,NA
insH1,a5,NA
yddA,a5,NA
ydfG,a5,NA
tfaQ,a5,NA
folM,a5,NA
uidB,a5,NA
ydiP,a5,NA
ydjA,a5,NA
dmlR,a5,NA
nudL,a5,NA
rlmA,a5,NA
mepM,a5,NA
torY,a5,NA
yeeL,a5,NA
glf,a5,NA
wcaK,a5,NA
mdtB,a5,NA
yehC,a5,NA
yehQ,a5,NA
preT,a5,NA
dsdA,a5,NA
lpxP,a5,NA
yfeX,a5,NA
aegA,a5,NA
bcp,a5,NA
purM,a5,NA
pbpC,a5,NA
yphG,a5,NA
trmD,a5,NA
ypjA,a5,NA
ygaQ,a5,NA
mutS,a5,NA
fucK,a5,NA
galR,a5,NA
metK,a5,NA
parE,a5,NA
ygjK,a5,NA
sstT,a5,NA
tdcD,a5,NA
mtr,a5,NA
fis,a5,NA
gspA,a5,NA
glpD,a5,NA
dctA,a5,NA
eptB,a5,NA
uhpC,a5,NA
kup,a5,NA
rrfA,a5,NA
rpoC,a5,NA
yjbB,a5,NA
zur,a5,NA
yjcE,a5,NA
yjcO,a5,NA
dcuA,a5,NA
epmA,a5,NA
ulaG,a5,NA
ulaC,a5,NA
tsr,a5,NA
yjjQ,a5,NA
kefC,a5,NA
hofB,a5,NA
rrlH,a5,NA
ybcH,a5,NA
purU,a5,NA
trpD,a5,NA
ynaE,a5,NA
cmoA,a5,NA
argS,a5,NA
plaP,a5,NA
mdtC,a5,NA
ccmA,a5,NA
yfaA,a5,NA
nuoF,a5,NA
yfcI,a5,NA
norV,a5,NA
fhlA,a5,NA
ygdH,a5,NA
ygeA,a5,NA
argP,a5,NA
ftsP,a5,NA
ttdR,a5,NA
smf,a5,NA
gspD,a5,NA
yhfK,a5,NA
gntK,a5,NA
rbsA,a5,NA
folA,a5,NA
htrE,a5,NA
ddlA,a5,NA
phoB,a5,NA
fepC,a5,NA
tatE,a5,NA
pflB,a5,NA
yccF,a5,NA
torC,a5,NA
pgaA,a5,NA
narJ,a5,NA
yncE,a5,NA
ydgI,a5,NA
ydiF,a5,NA
fliI,a5,NA
yedI,a5,NA
hiuH,a5,NA
yegE,a5,NA
ung,a5,NA
kgtP,a5,NA
yqiG,a5,NA
plsY,a5,NA
nusA,a5,NA
dcuD,a5,NA
fis,a5,NA
rpsD,a5,NA
gspA,a5,NA
crp,a5,NA
nirB,a5,NA
yhfT,a5,NA
xylG,a5,NA
malS,a5,NA
yiaY,a5,NA
waaL,a5,NA
bglG,a5,NA
yifK,a5,NA
fdoG,a5,NA
hupA,a5,NA
yjiN,a5,NA
folA,a5,NA
pepD,a5,NA
ykfC,a5,NA
sbcC,a5,NA
nfrA,a5,NA
entA,a5,NA
gfcD,a5,NA
purB,a5,NA
icd,a5,NA
recE,a5,NA
tynA,a5,NA
pykF,a5,NA
purT,a5,NA
amn,a5,NA
eutD,a5,NA
yfhM,a5,NA
ung,a5,NA
rpoS,a5,NA
cysN,a5,NA
bglA,a5,NA
uxaA,a5,NA
agaR,a5,NA
rpsO,a5,NA
pabA,a5,NA
selB,a5,NA
purA,a5,NA
fimB,a5,NA
rihC,a5,NA
folA,a5,NA
cra,a5,NA
ybhN,a5,NA
pqiA,a5,NA
yciB,a5,NA
ycjF,a5,NA
yneO,a5,NA
ydfE,a5,NA
yedQ,a5,NA
gyrA,a5,NA
ygcS,a5,NA
ygjR,a5,NA
fis,a5,NA
crp,a5,NA
pstA,a5,NA
rpoC,a5,NA
fecB,a5,NA
ettA,a5,NA
ykgF,a5,NA
betA,a5,NA
cynT,a5,NA
cyoA,a5,NA
ybaE,a5,NA
gsk,a5,NA
cstA,a5,NA
ftsK,a5,NA
mukF,a5,NA
putA,a5,NA
csgD,a5,NA
flgJ,a5,NA
nagK,a5,NA
stfP,a5,NA
ycgV,a5,NA
adhE,a5,NA
ydcU,a5,NA
yneO,a5,NA
ynfB,a5,NA
ynfE,a5,NA
rsxC,a5,NA
dmlR,a5,NA
yecM,a5,NA
yedA,a5,NA
yeeE,a5,NA
yehM,a5,NA
ypfH,a5,NA
uraA,a5,NA
relA,a5,NA
fucA,a5,NA
gcvP,a5,NA
sslE,a5,NA
sstT,a5,NA
pnp,a5,NA
yhfU,a5,NA
glgC,a5,NA
livJ,a5,NA
yhhI,a5,NA
yhjE,a5,NA
rph,a5,NA
wecG,a5,NA
metF,a5,NA
malM,a5,NA
tsr,a5,NA
cpxA,a5,NA
folA,a5,NA
rapA,a5,NA
gcd,a5,NA
bamA,a5,NA
yagA,a5,NA
yaiW,a5,NA
mak,a5,NA
malZ,a5,NA
dxs,a5,NA
nfrA,a5,NA
ybgI,a5,NA
ybhD,a5,NA
cydC,a5,NA
yccS,a5,NA
serX,a5,NA
csgD,a5,NA
yceI,a5,NA
solA,a5,NA
ispE,a5,NA
clsA,a5,NA
insH1,a5,NA
hrpA,a5,NA
yneO,a5,NA
lsrD,a5,NA
ydfG,a5,NA
ynfG,a5,NA
yoaD,a5,NA
fliK,a5,NA
cbeA,a5,NA
yegE,a5,NA
yegD,a5,NA
yeiG,a5,NA
ompC,a5,NA
yfaY,a5,NA
yfbT,a5,NA
focB,a5,NA
glrR,a5,NA
proX,a5,NA
parC,a5,NA
tolC,a5,NA
gltB,a5,NA
gltF,a5,NA
zntR,a5,NA
viaA,a5,NA
kup,a5,NA
rpoC,a5,NA
nrfD,a5,NA
folA,a5,NA
mrcB,a5,NA
yahC,a5,NA
frmR,a5,NA
allS,a5,NA
fepC,a5,NA
dcuC,a5,NA
ybhL,a5,NA
yliI,a5,NA
rcdA,a5,NA
ybjD,a5,NA
yccS,a5,NA
yccU,a5,NA
rutD,a5,NA
ycjT,a5,NA
ydaV,a5,NA
ydbA,a5,NA
ynfH,a5,NA
folM,a5,NA
sufB,a5,NA
astD,a5,NA
yoaA,a5,NA
torY,a5,NA
yohJ,a5,NA
preT,a5,NA
fruA,a5,NA
fruK,a5,NA
yfaL,a5,NA
inaA,a5,NA
pdxB,a5,NA
yfcU,a5,NA
evgS,a5,NA
eutH,a5,NA
glrR,a5,NA
pssA,a5,NA
yfjS,a5,NA
sslE,a5,NA
yhcO,a5,NA
aaeR,a5,NA
fis,a5,NA
frlC,a5,NA
pitA,a5,NA
slp,a5,NA
yhjA,a5,NA
yhjV,a5,NA
asnA,a5,NA
cyaA,a5,NA
hslU,a5,NA
rpoB,a5,NA
yjgL,a5,NA
sgcQ,a5,NA
folA,a5,NA
ilvH,a5,NA
lpxH,a5,NA
gltA,a5,NA
modF,a5,NA
yliI,a5,NA
pflB,a5,NA
ycdY,a5,NA
minC,a5,NA
ydaT,a5,NA
ydcT,a5,NA
folM,a5,NA
topB,a5,NA
sdaA,a5,NA
prc,a5,NA
purT,a5,NA
nupC,a5,NA
trmJ,a5,NA
scpC,a5,NA
parE,a5,NA
rhsB,a5,NA
glyQ,a5,NA
sgbH,a5,NA
rph,a5,NA
ibpB,a5,NA
metL,a5,NA
rpoC,a5,NA
rpiB,a5,NA
aspA,a5,NA
rnr,a5,NA
leuV,a5,NA
folA,a5,NA
aceF,a5,NA
btuF,a5,NA
yafE,a5,NA
yafJ,a5,NA
iraP,a5,NA
sbcD,a5,NA
queA,a5,NA
fepD,a5,NA
potE,a5,NA
potE,a5,NA
ybhG,a5,NA
ycaI,a5,NA
agp,a5,NA
puuB,a5,NA
tynA,a5,NA
yneO,a5,NA
ydgC,a5,NA
uidA,a5,NA
malI,a5,NA
ydhP,a5,NA
ydhC,a5,NA
yoaE,a5,NA
htpX,a5,NA
sbcB,a5,NA
wzxB,a5,NA
gatZ,a5,NA
mdtQ,a5,NA
lysP,a5,NA
yeiP,a5,NA
folC,a5,NA
evgS,a5,NA
yfeS,a5,NA
hyfR,a5,NA
ypjA,a5,NA
gltB,a5,NA
mreB,a5,NA
yheU,a5,NA
glgA,a5,NA
glyS,a5,NA
ilvN,a5,NA
yihO,a5,NA
frwA,a5,NA
rpoB,a5,NA
rpoC,a5,NA
yjbQ,a5,NA
crfC,a5,NA
queG,a5,NA
ryhB,a5,NA
hemX,a5,NA
yihF,a5,NA
nrfD,a5,NA
dnaK,a5,NA
aroP,a5,NA
dxr,a5,NA
yafO,a5,NA
yagK,a5,NA
rclR,a5,NA
betT,a5,NA
yaiT,a5,NA
pgpA,a5,NA
allC,a5,NA
glnS,a5,NA
speF,a5,NA
kdpD,a5,NA
abrB,a5,NA
ybjS,a5,NA
torC,a5,NA
lolC,a5,NA
dhaK,a5,NA
narK,a5,NA
adhE,a5,NA
ydcN,a5,NA
yneO,a5,NA
yneJ,a5,NA
uidC,a5,NA
pykF,a5,NA
sufB,a5,NA
yeaJ,a5,NA
aspS,a5,NA
cheR,a5,NA
cheA,a5,NA
mdtC,a5,NA
pta,a5,NA
aegA,a5,NA
guaA,a5,NA
rlmN,a5,NA
iscX,a5,NA
purL,a5,NA
norV,a5,NA
ygbT,a5,NA
ygiQ,a5,NA
yqiG,a5,NA
patA,a5,NA
prkB,a5,NA
glpG,a5,NA
glgC,a5,NA
atpD,a5,NA
viaA,a5,NA
ubiB,a5,NA
pfkA,a5,NA
birA,a5,NA
rpoB,a5,NA
zraR,a5,NA
treB,a5,NA
yjgX,a5,NA
insO,a5,NA
cra,a5,NA
mhpC,a5,NA
frmR,a5,NA
citE,a5,NA
torS,a5,NA
efeU,a5,NA
rne,a5,NA
trpC,a5,NA
tam,a5,NA
ydfI,a5,NA
uidA,a5,NA
ydjG,a5,NA
yebT,a5,NA
gatY,a5,NA
yfaS,a5,NA
folX,a5,NA
narQ,a5,NA
hisS,a5,NA
yfhM,a5,NA
yphH,a5,NA
glrR,a5,NA
yfjI,a5,NA
yraQ,a5,NA
yidL,a5,NA
glmS,a5,NA
yjbB,a5,NA
rnr,a5,NA
aidB,a5,NA
nrdD,a5,NA
yjgL,a5,NA
fhuF,a5,NA
gmhB,a5,NA
frsA,a5,NA
yagF,a5,NA
betB,a5,NA
sbcC,a5,NA
htpG,a5,NA
ybgS,a5,NA
serC,a5,NA
pepT,a5,NA
oppB,a5,NA
ydcK,a5,NA
intQ,a5,NA
ynfG,a5,NA
fumC,a5,NA
lhr,a5,NA
mdtK,a5,NA
pykF,a5,NA
prc,a5,NA
micF,a5,NA
tktB,a5,NA
yfhM,a5,NA
alaS,a5,NA
cysH,a5,NA
sdaB,a5,NA
recC,a5,NA
scpA,a5,NA
fadH,a5,NA
aaeB,a5,NA
malQ,a5,NA
uhpA,a5,NA
rbsR,a5,NA
wzzE,a5,NA
yifK,a5,NA
rhtC,a5,NA
trkH,a5,NA
nrfC,a5,NA
yjiV,a5,NA
yjiY,a5,NA
rluA,a5,NA
lpxB,a5,NA
frsA,a5,NA
mdlA,a5,NA
peaD,a5,NA
citX,a5,NA
nagB,a5,NA
glnS,a5,NA
rhsC,a5,NA
rhsC,a5,NA
rhsC,a5,NA
mngA,a5,NA
ybjL,a5,NA
ybjQ,a5,NA
ycbF,a5,NA
ycgL,a5,NA
ycgB,a5,NA
dadX,a5,NA
dhaM,a5,NA
puuA,a5,NA
ycjO,a5,NA
yneO,a5,NA
sufS,a5,NA
ptrB,a5,NA
yohD,a5,NA
yejH,a5,NA
purF,a5,NA
bamB,a5,NA
hycE,a5,NA
amiC,a5,NA
xdhB,a5,NA
zntR,a5,NA
rpmC,a5,NA
rpsC,a5,NA
nirD,a5,NA
gor,a5,NA
dnaN,a5,NA
leuV,a5,NA
ybcK,a5,NA
uvrB,a5,NA
ssuC,a5,NA
gfcB,a5,NA
yneK,a5,NA
tar,a5,NA
yegK,a5,NA
yfbV,a5,NA
yfdC,a5,NA
emrY,a5,NA
cysZ,a5,NA
hcaD,a5,NA
exuR,a5,NA
rpsL,a5,NA
gph,a5,NA
hofM,a5,NA
rffG,a5,NA
cpxR,a5,NA
nnr,a5,NA
focA,a5,NA
ycbF,a5,NA
yccS,a5,NA
paaJ,a5,NA
lsrD,a5,NA
hdhA,a5,NA
rsxC,a5,NA
amn,a5,NA
hisC,a5,NA
ccmF,a5,NA
rcsC,a5,NA
yfcU,a5,NA
yfeR,a5,NA
mutS,a5,NA
mutS,a5,NA
mutS,a5,NA
xdhA,a5,NA
tktA,a5,NA
kbaY,a5,NA
rbsA,a5,NA
phnG,a5,NA
ytfT,a5,NA
hsdR,a5,NA
polB,a5,NA
mraY,a5,NA
secM,a5,NA
aceF,a5,NA
yagH,a5,NA
prpD,a5,NA
queA,a5,NA
ppiD,a5,NA
acrB,a5,NA
cusC,a5,NA
kdpD,a5,NA
abrB,a5,NA
ybgQ,a5,NA
dinG,a5,NA
iaaA,a5,NA
dmsB,a5,NA
fabD,a5,NA
narI,a5,NA
pgpB,a5,NA
insH1,a5,NA
stfR,a5,NA
yeaG,a5,NA
cutC,a5,NA
alkB,a5,NA
atoE,a5,NA
nuoE,a5,NA
nuoC,a5,NA
folX,a5,NA
cvpA,a5,NA
yfcU,a5,NA
yfeN,a5,NA
eutB,a5,NA
hisS,a5,NA
ypjI,a5,NA
hypD,a5,NA
fhlA,a5,NA
mutS,a5,NA
ygcB,a5,NA
tcdA,a5,NA
xanQ,a5,NA
bglA,a5,NA
yqgE,a5,NA
yghX,a5,NA
ftsP,a5,NA
prkB,a5,NA
php,a5,NA
yhjK,a5,NA
xylB,a5,NA
waaB,a5,NA
atpI,a5,NA
rrlC,a5,NA
cyaA,a5,NA
fdoG,a5,NA
sodA,a5,NA
eptC,a5,NA
fecA,a5,NA
opgB,a5,NA
yjjI,a5,NA
rne,a5,NA
rzpRrzoR,a5,NA
rzpRrzoR,a5,NA
rfbD,a5,NA
arnT,a5,NA
arnF,a5,NA
murE,a5,NA
rrfH,a5,NA
insN,a5,NA
yagA,a5,NA
ybiT,a5,NA
ybiT,a5,NA
amiD,a5,NA
yceI,a5,NA
rluC,a5,NA
yncE,a5,NA
yehA,a5,NA
ompR,a5,NA
glgX,a5,NA
frsA,a5,NA
yagG,a5,NA
yagJ,a5,NA
mhpC,a5,NA
cyoE,a5,NA
potE,a5,NA
glnQ,a5,NA
asnS,a5,NA
ydiS,a5,NA
wbbK,a5,NA
ppk,a5,NA
yfgJ,a5,NA
csrD,a5,NA
gspE,a5,NA
yhgF,a5,NA
yiaK,a5,NA
viaA,a5,NA
yihQ,a5,NA
yihQ,a5,NA
arpA,a5,NA
lysU,a5,NA
yjgH,a5,NA
yjjI,a5,NA
crl,a6,2
mhpR,a6,NA
rpoB,a6,NA
yfiH,a6,NA
leuT,a6,NA
yneO,a6,NA
rsxC,a6,NA
mtr,a6,NA
rpoC,a6,NA
rsxC,a6,NA
rsxC,a6,NA
leuP,a6,NA
thrA,a6,NA
yaaJ,a6,2
yaaW,a6,NA
dnaJ,a6,NA
carA,a6,2
carB,a6,NA
caiB,a6,2
kefFkefC,a6,NA
folA,a6,NA
pdxA,a6,NA
surA,a6,2
araD,a6,NA
yabI,a6,NA
thiQ,a6,NA
thiB,a6,NA
ilvI,a6,NA
ftsI,a6,NA
ftsI,a6,NA
murFmraY,a6,NA
mraY,a6,NA
ftsW,a6,NA
ftsA,a6,2
secA,a6,NA
mutT,a6,2
hofC,a6,2
nadC,a6,NA
pdhR,a6,2
aceF,a6,NA
acnB,a6,NA
yadC,a6,NA
yadL,a6,NA
yadV,a6,2
sfsA,a6,2
hrpB,a6,2
fhuA,a6,NA
fhuA,a6,2
clcA,a6,NA
btuF,a6,2
cdaR,a6,NA
cdaR,a6,2
cdaR,a6,2
yaeI,a6,NA
rpsB,a6,NA
bamA,a6,NA
dnaE,a6,NA
dnaE,a6,NA
tsaA,a6,2
metQ,a6,NA
yafF,a6,2
fadE,a6,NA
dinJ,a6,2
yafL,a6,2
pepD,a6,2
proA,a6,NA
ykfA,a6,NA
insI1,a6,NA
yagA,a6,NA
yagF,a6,NA
yagH,a6,NA
insA,a6,NA
paoC,a6,NA
ecpE,a6,NA
ecpB,a6,2
ykgL,a6,2
insF1,a6,NA
yahE,a6,2
yahL,a6,2
yahL,a6,2
yahM,a6,2
prpE,a6,2
cynR,a6,2
mhpC,a6,2
mhpF,a6,2
frmR,a6,2
insD1,a6,NA
yaiP,a6,NA
yaiS,a6,2
tauA,a6,2
insF1,a6,2
yaiT,a6,NA
iraP,a6,NA
araJ,a6,NA
proY,a6,NA
secD,a6,NA
pgpA,a6,NA
yajL,a6,NA
yajLpanE,a6,2
yajQ,a6,NA
cyoA,a6,2
lon,a6,2
ybaO,a6,2
mdlA,a6,NA
mdlAmdlB,a6,NA
amtB,a6,NA
ybaY,a6,NA
ybaA,a6,2
ylaB,a6,NA
ylaB,a6,NA
tomB,a6,2
acrA,a6,NA
mscK,a6,NA
priC,a6,NA
apt,a6,NA
hemHaes,a6,NA
ybbO,a6,2
ybbP,a6,NA
rhsD,a6,2
allC,a6,2
ybcF,a6,NA
sfmC,a6,NA
insF1,a6,2
ybcL,a6,NA
rzpD,a6,2
ybcY,a6,2
appY,a6,NA
ompT,a6,NA
envY,a6,NA
nfrA,a6,NA
nfrA,a6,NA
hokE,a6,NA
ybdR,a6,NA
ybdR,a6,NA
citF,a6,NA
citE,a6,2
lipB,a6,NA
rlpA,a6,2
mrdA,a6,NA
cobC,a6,NA
leuS,a6,NA
ybeQ,a6,NA
ybeQ,a6,NA
djlB,a6,NA
ybeU,a6,2
ybeX,a6,NA
ubiF,a6,2
glnS,a6,NA
ybfG,a6,NA
kdpD,a6,NA
ybfD,a6,2
neiabrB,a6,NA
neiabrB,a6,NA
sucB,a6,NA
ybgC,a6,2
galK,a6,NA
bioD,a6,2
moaE,a6,NA
ybhM,a6,2
ybhR,a6,NA
ybhS,a6,NA
ybhG,a6,NA
ybhGybiH,a6,2
mntS,a6,2
ybiR,a6,NA
ybiW,a6,NA
gsiD,a6,NA
yliE,a6,2
yliIgstB,a6,NA
mdfA,a6,NA
rcdA,a6,NA
rimK,a6,2
amiDybjS,a6,2
hcp,a6,NA
aqpZ,a6,NA
cspD,a6,NA
aat,a6,NA
ftsK,a6,NA
lolA,a6,2
rpsA,a6,NA
ycaI,a6,2
msbA,a6,2
lpxK,a6,2
mukB,a6,NA
ycbK,a6,2
ompF,a6,2
zapC,a6,NA
zapCycbX,a6,2
yccS,a6,NA
insB1,a6,NA
torS,a6,NA
torA,a6,NA
ymdF,a6,NA
rutC,a6,2
rutA,a6,NA
efeU,a6,NA
pgaC,a6,NA
pgaB,a6,NA
insF1,a6,NA
yceO,a6,2
mdtH,a6,2
flgK,a6,2
flgK,a6,NA
flgK,a6,NA
yceF,a6,2
plsX,a6,NA
fabH,a6,2
fabF,a6,NA
pabC,a6,NA
ycfQ,a6,2
mfd,a6,NA
lolE,a6,NA
xisE,a6,NA
croE,a6,NA
ymfM,a6,NA
ymfRbeeE,a6,NA
tfaPtfaE,a6,2
tfaPtfaE,a6,2
ycgX,a6,2
bluR,a6,NA
ymgC,a6,2
ycgM,a6,NA
cvrA,a6,NA
ycgY,a6,2
dhaK,a6,2
dhaR,a6,NA
dauA,a6,2
hemA,a6,2
chaA,a6,2
narL,a6,2
narI,a6,NA
rttRtpr,a6,NA
rttR,a6,NA
rttR,a6,NA
rttR,a6,NA
rttR,a6,NA
kch,a6,2
sapCsapB,a6,NA
puuA,a6,NA
pspF,a6,NA
ycjU,a6,NA
ycjV,a6,2
ycjG,a6,2
ycjG,a6,NA
ycjGmpaA,a6,2
pgrR,a6,NA
intR,a6,2
sieBydaF,a6,NA
ydaG,a6,NA
rzpRrzoR,a6,2
ydaY,a6,2
insH1,a6,NA
stfR,a6,2
stfR,a6,2
tynA,a6,2
paaG,a6,2
paaG,a6,NA
paaG,a6,2
paaXpaaY,a6,NA
ydbA,a6,2
insD1,a6,NA
ydbA,a6,NA
ynbB,a6,NA
hrpA,a6,NA
cybB,a6,2
trg,a6,2
opgD,a6,2
ydcL,a6,NA
rhsEydcD,a6,2
yddK,a6,NA
fdnG,a6,2
ddpF,a6,2
ddpC,a6,2
dosC,a6,2
gadB,a6,NA
gadB,a6,NA
gadB,a6,NA
gadB,a6,NA
lsrK,a6,NA
ydeA,a6,NA
marA,a6,NA
marB,a6,NA
ydeE,a6,2
ydeI,a6,NA
dcp,a6,NA
ydfG,a6,2
rzpQ,a6,2
ydfC,a6,2
insD1,a6,NA
rspB,a6,NA
rspA,a6,NA
ynfA,a6,NA
speG,a6,NA
ynfH,a6,NA
dmsD,a6,2
ynfM,a6,2
fumC,a6,2
ydgA,a6,2
malX,a6,2
rsxC,a6,NA
rsxC,a6,NA
rsxD,a6,NA
rsxE,a6,NA
anmK,a6,2
nemR,a6,2
lhr,a6,NA
grxD,a6,NA
mdtK,a6,NA
pykF,a6,NA
pykF,a6,NA
ldtE,a6,NA
ldtE,a6,NA
sufS,a6,NA
sufD,a6,2
sufB,a6,NA
sufA,a6,NA
ydiJ,a6,NA
ydiP,a6,NA
ydiS,a6,2
ppsR,a6,NA
ydiE,a6,2
nlpC,a6,NA
btuC,a6,NA
rpmI,a6,2
arpB,a6,2
chbA,a6,NA
astE,a6,NA
astD,a6,NA
astD,a6,NA
ydjX,a6,NA
nudGynjH,a6,2
gapA,a6,NA
yeaE,a6,NA
yeaH,a6,NA
yeaJ,a6,2
yoaI,a6,NA
yeaLyeaM,a6,NA
yeaM,a6,2
dmlR,a6,2
dmlA,a6,NA
yeaX,a6,2
yoaA,a6,NA
mntP,a6,2
yobB,a6,NA
exoXptrB,a6,2
lpxM,a6,NA
mepM,a6,NA
znuC,a6,NA
yebB,a6,NA
yecN,a6,NA
flhA,a6,NA
otsA,a6,NA
tyrP,a6,NA
dcyD,a6,2
yedK,a6,NA
yedN,a6,2
fliE,a6,NA
fliH,a6,NA
fliN,a6,NA
